line_id	stop_id	time_from_start
200_0	1811	1296
200_0	1812	1329
200_0	1813	1340
200_0	1815	1400
200_0	1816	1547
200_0	0003	1665
200_0	1817	1694
200_0	1820	2296
200_0	1822	2400
200_0	1825	2602
200_0	0004	2657
200_0	1827	2722
200_0	1830	2833
200_0	1831	2877
200_0	1832	2911
200_0	1833	2929
200_0	1834	2955
200_0	1835	2970
200_0	1836	3000
200_0	1837	3056
200_0	1838	3224
200_0	1839	3562
200_0	1828	3717
200_0	0005	3774
200_0	1840	3892
200_0	1841	3915
200_0	1842	3939
200_0	1843	3965
200_0	1844	3992
200_0	1845	4057
200_0	1847	4091
200_0	1850	4115
200_0	1851	4143
200_0	1855	4200
200_0	1860	4302
200_0	1862	4500
200_0	1862	4571
743_1	4136	0
743_1	4135	52
743_1	4134	116
743_1	4133	189
743_1	4132	269
743_1	4131	335
743_1	4130	371
743_1	4129	463
743_1	4128	536
743_1	4127	621
743_1	4126	656
743_1	4125	719
743_1	4123	847
743_1	4122	881
743_1	4121	917
743_1	4120	981
743_1	4119	1052
743_1	4118	1103
743_1	4117	1153
743_1	4116	1208
743_1	4115	1319
743_1	4114	1357
743_1	4113	1456
743_1	5098	1855
743_1	6012	2237
743_1	6013	2303
743_1	6010	2400
MEL_0	WELL	0
MEL_0	NGAU	360
MEL_0	PETO2	720
MEL_0	WEST	900
MEL_0	MELL	1080
951_0	8428	0
951_0	8462	300
951_0	8050	1128
951_0	8049	1206
951_0	8208	1340
951_0	8227	1406
951_0	8226	1443
951_0	8225	1469
951_0	8224	1508
951_0	8123	1540
951_0	8122	1590
951_0	8121	1620
951_0	9150	1740
951_0	9353	1939
951_0	9048	1980
MEL_1	MELL	0
MEL_1	WEST	180
MEL_1	PETO1	360
MEL_1	NGAU	720
MEL_1	WELL	1080
951_1	8208	0
951_1	8227	71
951_1	8226	111
951_1	8225	140
951_1	8224	182
951_1	8123	217
951_1	8122	270
951_1	8121	300
951_1	9150	420
951_1	9353	667
951_1	9048	717
951_1	9049	788
951_1	9462	1620
951_1	8428	1980
848_0	8152	0
848_0	8163	112
848_0	9132	186
848_0	9101	309
848_0	8103	360
848_0	9134	640
848_0	9133	706
848_0	9138	810
848_0	9137	910
848_0	9875	1109
848_0	9876	1159
848_0	9877	1270
848_0	9139	1297
848_0	9141	1440
825_0	9248	0
825_0	9249	56
825_0	9250	102
825_0	9251	170
825_0	9253	228
825_0	9254	267
825_0	9255	313
825_0	9256	375
825_0	9257	403
825_0	9361	572
825_0	9303	615
825_0	9305	653
825_0	9306	697
825_0	9308	726
825_0	9309	763
825_0	9310	804
825_0	9312	853
825_0	9313	878
825_0	9314	901
825_0	9315	941
825_0	9316	972
825_0	9368	997
825_0	8365	1043
825_0	8364	1079
825_0	8329	1098
825_0	8328	1140
825_0	8327	1188
825_0	8326	1243
825_0	8325	1281
825_0	8324	1326
825_0	8323	1367
825_0	8322	1394
825_0	8321	1423
825_0	9377	1464
825_0	9369	1489
825_0	9370	1511
825_0	9371	1533
825_0	9372	1572
825_0	9373	1615
825_0	9374	1644
825_0	9375	1677
825_0	9376	1727
825_0	8377	1800
17_0	6000	0
17_0	5502	75
17_0	5506	171
17_0	5508	233
17_0	5510	341
17_0	6708	447
17_0	6710	515
17_0	6711	582
17_0	6712	670
17_0	6713	734
17_0	6714	805
17_0	6715	862
17_0	6716	964
17_0	6718	1044
17_0	6719	1080
17_0	7720	1140
17_0	7719	1163
17_0	6761	1207
17_0	6762	1228
17_0	6763	1264
17_0	6764	1296
17_0	6765	1319
17_0	6766	1328
17_0	6767	1358
17_0	6768	1388
17_0	6769	1415
17_0	6770	1431
17_0	6771	1468
17_0	6772	1503
17_0	6773	1526
17_0	7774	1560
825_1	8377	0
825_1	8376	39
825_1	8375	76
825_1	8374	133
825_1	8373	149
825_1	8372	187
825_1	8371	223
825_1	8370	240
825_1	8369	266
825_1	9321	320
825_1	9322	350
825_1	9323	387
825_1	9324	409
825_1	9325	451
825_1	9326	487
825_1	9327	537
825_1	9328	586
825_1	9329	622
825_1	9364	638
825_1	9365	666
825_1	9366	696
825_1	9367	724
825_1	8315	765
825_1	8313	819
825_1	8312	844
825_1	8311	859
825_1	8310	881
825_1	8309	932
825_1	8307	969
825_1	8306	994
825_1	8305	1021
825_1	8304	1045
825_1	8303	1066
825_1	8360	1134
825_1	8256	1306
825_1	8255	1370
825_1	8254	1417
825_1	8253	1453
825_1	8251	1512
825_1	8250	1566
825_1	8249	1610
825_1	9248	1800
512_0	1490	0
512_0	1500	900
512_0	1630	946
512_0	1517	1054
512_0	1518	1127
512_0	1520	1168
512_0	1522	1197
512_0	1524	1250
512_0	1526	1301
512_0	1528	1337
512_0	1530	1401
512_0	1532	1451
512_0	1534	1555
512_0	1536	1609
512_0	1538	1671
512_0	1540	1727
512_0	1542	1767
512_0	1544	1804
512_0	1546	1853
512_0	1548	1907
512_0	1550	1955
512_0	1552	2014
512_0	1554	2057
512_0	1556	2102
512_0	1558	2162
512_0	1604	2230
512_0	1606	2300
512_0	1608	2356
512_0	1610	2395
512_0	1612	2434
512_0	1614	2473
512_0	1616	2526
512_0	1618	2568
512_0	1620	2625
512_0	1560	2700
512_0	1560	2740
262_0	1001	0
262_0	1002	54
262_0	1100	101
262_0	1102	147
262_0	1104	206
262_0	1106	291
262_0	1108	327
262_0	1110	397
262_0	1112	472
262_0	1114	504
262_0	1116	600
262_0	1120	659
262_0	1122	696
262_0	1124	723
262_0	1126	754
262_0	1128	785
262_0	1130	810
262_0	1132	837
262_0	1134	864
262_0	1136	893
262_0	1138	925
262_0	1140	965
262_0	1142	994
262_0	1144	1029
262_0	1146	1097
262_0	1148	1140
886_0	9850	0
886_0	9859	39
886_0	8850	121
886_0	8849	145
886_0	8848	188
886_0	8847	221
886_0	8846	318
886_0	8845	357
886_0	8844	402
886_0	8843	447
886_0	8842	552
886_0	8841	607
886_0	8840	670
886_0	8839	801
886_0	8838	925
886_0	8737	1027
886_0	8735	1102
886_0	8734	1145
886_0	8733	1173
886_0	8732	1201
886_0	8731	1239
886_0	8730	1299
886_0	9153	1351
886_0	9155	1414
886_0	9156	1439
886_0	9157	1528
886_0	9159	1740
512_1	1536	0
512_1	1538	52
512_1	1540	99
512_1	1542	133
512_1	1544	164
512_1	1546	205
512_1	1548	251
512_1	1550	292
512_1	1552	342
512_1	1554	378
512_1	1556	420
512_1	1558	463
512_1	1604	511
512_1	1606	561
512_1	1608	601
512_1	1610	629
512_1	1612	656
512_1	1614	684
512_1	1616	722
512_1	1618	752
512_1	1620	792
512_1	1560	840
512_1	1562	870
512_1	1564	968
512_1	1566	1016
512_1	1568	1091
512_1	1570	1152
512_1	1572	1188
512_1	1574	1247
512_1	1623	1365
512_1	1596	1500
512_1	1490	2400
512_1	1490	2625
30x_0	6001	0
30x_0	5502	100
30x_0	5506	221
30x_0	5508	300
30x_0	5510	437
30x_0	5513	572
30x_0	5514	689
30x_0	5516	780
30x_0	6080	1557
30x_0	6081	1593
30x_0	7232	1675
30x_0	6086	1724
30x_0	6032	1758
30x_0	6033	1795
30x_0	6034	1827
30x_0	6035	1882
30x_0	6036	1920
30x_0	6037	1962
30x_0	6038	2002
30x_0	6039	2069
30x_0	6040	2100
30x_0	6041	2146
30x_0	6042	2196
30x_0	6043	2231
30x_0	6044	2283
30x_0	6045	2373
30x_0	6046	2432
30x_0	6047	2461
30x_0	6048	2510
30x_0	6049	2554
30x_0	6050	2583
30x_0	6052	2940
30x_0	6062	3255
30x_0	6064	3293
30x_0	6065	3327
30x_0	6066	3362
30x_0	6067	3391
30x_0	6068	3414
30x_0	6069	3444
30x_0	6070	3503
30x_0	6071	3532
30x_0	7072	3554
130_1	8289	0
130_1	8288	105
130_1	8287	142
130_1	8286	178
130_1	8285	226
130_1	8284	272
130_1	8283	316
130_1	8282	358
130_1	8281	397
130_1	8280	420
130_1	8279	472
130_1	8278	517
130_1	8277	560
130_1	8276	617
130_1	8275	655
130_1	8274	689
130_1	8273	739
130_1	8272	798
130_1	8271	822
130_1	8270	875
130_1	8269	907
130_1	8168	955
130_1	8167	1018
130_1	8166	1058
130_1	8165	1140
130_1	8164	1225
130_1	8163	1266
130_1	9132	1325
130_1	8160	1382
130_1	8115	1440
130_1	8113	1542
130_1	8159	1649
130_1	8158	1696
130_1	8157	1817
130_1	8155	1964
130_1	8154	2019
130_1	8153	2079
130_1	8021	2316
130_1	8020	2398
130_1	8019	2450
130_1	8018	2485
130_1	8017	2544
130_1	8006	2582
130_1	8005	2642
130_1	8004	2717
130_1	8003	2783
130_1	8000	2889
130_1	9000	2940
30x_1	7052	0
30x_1	7051	213
30x_1	7050	229
30x_1	7049	255
30x_1	7048	294
30x_1	7047	317
30x_1	7046	339
30x_1	7045	381
30x_1	7044	446
30x_1	7043	477
30x_1	7042	522
30x_1	7041	558
30x_1	7040	600
30x_1	7039	621
30x_1	7038	663
30x_1	7037	694
30x_1	7036	720
30x_1	7035	750
30x_1	7034	806
30x_1	7033	845
30x_1	7032	870
30x_1	7086	904
30x_1	6232	946
30x_1	7083	1034
30x_1	7080	1062
30x_1	5000	1860
30x_1	5002	1938
30x_1	5515	2056
30x_1	5006	2162
30x_1	5008	2289
30x_1	5010	2417
30x_1	5012	2471
30x_1	5011	2580
30x_1	5016	2700
17_1	7774	0
17_1	7773	33
17_1	7772	62
17_1	7771	106
17_1	7770	144
17_1	7769	166
17_1	7768	207
17_1	7767	249
17_1	7766	287
17_1	7764	332
17_1	7763	372
17_1	7762	410
17_1	7761	442
17_1	7720	540
17_1	7719	592
17_1	7718	660
17_1	7716	736
17_1	7715	850
17_1	7714	894
17_1	7713	982
17_1	7712	1026
17_1	7711	1108
17_1	7709	1217
17_1	7708	1279
17_1	5008	1380
17_1	5010	1472
17_1	5012	1511
17_1	5011	1590
17_1	5016	1680
115_0	8580	0
115_0	9582	57
115_0	8539	103
115_0	8538	134
115_0	9576	179
115_0	8536	218
115_0	8535	258
115_0	8534	302
115_0	8533	344
115_0	8532	376
115_0	8531	423
115_0	8530	467
115_0	8529	513
115_0	8528	550
115_0	8527	583
115_0	9525	634
115_0	8424	685
115_0	8423	709
115_0	8422	750
115_0	8420	816
115_0	8419	851
115_0	8418	915
115_0	8417	945
115_0	8416	1020
115_0	8415	1068
115_0	8414	1103
115_0	8413	1127
115_0	8410	1207
115_0	9401	1270
115_0	9402	1291
115_0	9403	1333
115_0	9404	1363
115_0	9405	1385
115_0	9406	1402
115_0	9407	1440
115_0	9408	1483
115_0	9409	1543
115_0	9410	1623
115_0	9411	1686
115_0	9412	1842
115_0	9414	1950
115_0	9415	2026
115_0	9416	2100
115_0	9417	2159
115_0	9418	2189
115_0	9419	2244
115_0	9420	2276
115_0	9422	2335
115_0	9423	2374
115_0	9424	2394
115_0	9526	2450
115_0	9527	2482
115_0	9528	2513
115_0	9529	2547
115_0	9530	2585
115_0	9531	2626
115_0	9532	2668
115_0	9533	2698
115_0	9534	2740
115_0	9535	2770
115_0	9536	2803
115_0	8576	2839
115_0	9538	2889
115_0	9539	2916
115_0	8582	2958
115_0	8580	3000
739_0	6011	0
739_0	7912	286
739_0	7911	341
739_0	7909	406
739_0	7908	476
739_0	7907	544
739_0	5914	616
739_0	5915	760
739_0	5916	863
739_0	5917	938
739_0	5918	1005
739_0	5319	1113
739_0	5380	1173
739_0	5381	1285
739_0	5382	1337
739_0	5383	1362
739_0	5384	1413
739_0	5385	1463
739_0	5386	1512
739_0	5388	1582
739_0	5389	1656
739_0	5390	1735
739_0	5391	1797
739_0	5392	1855
739_0	5393	1887
739_0	5394	1917
739_0	5395	1950
739_0	5396	2040
716_0	6010	0
716_0	6212	199
716_0	7213	235
716_0	6214	283
716_0	6215	318
716_0	6216	409
716_0	6217	455
716_0	6218	536
716_0	6219	564
716_0	6220	601
716_0	6221	633
716_0	6222	708
716_0	6223	734
716_0	6224	767
716_0	6027	831
716_0	6028	863
716_0	6030	1131
716_0	6031	1172
716_0	6232	1224
716_0	6234	1352
716_0	6235	1377
716_0	6236	1407
716_0	6237	1469
716_0	6272	1483
716_0	6273	1536
716_0	6274	1585
716_0	6087	1608
716_0	6088	1670
716_0	6089	1736
716_0	6036	1752
716_0	6037	1794
716_0	6038	1834
716_0	6039	1902
716_0	6040	1931
716_0	6041	1981
716_0	6042	2036
716_0	7042	2100
633_0	3466	0
633_0	3468	78
633_0	3470	95
633_0	3472	127
633_0	3474	184
633_0	3476	250
633_0	3478	305
633_0	3480	336
633_0	3482	402
633_0	3200	502
633_0	3202	558
633_0	3204	593
633_0	3206	657
633_0	3208	732
633_0	3210	842
633_0	3274	983
633_0	3275	1037
633_0	3220	1171
633_0	3222	1226
633_0	3224	1271
633_0	3226	1317
633_0	3228	1375
633_0	3230	1441
633_0	3232	1500
633_1	3220	0
633_1	3222	68
633_1	3224	124
633_1	3226	181
633_1	3228	254
633_1	3230	336
633_1	3232	395
633_1	3234	467
633_1	3236	540
633_1	3974	826
633_1	3976	940
633_1	3978	1011
633_1	3980	1097
633_1	3982	1153
633_1	3400	1252
633_1	3500	1339
633_1	3502	1396
633_1	3504	1452
633_1	3506	1510
633_1	3508	1566
633_1	3510	1632
633_1	3512	1685
633_1	3514	1721
633_1	3466	1800
754_0	6018	0
754_0	7028	172
754_0	7027	269
754_0	7224	360
754_0	7223	418
754_0	7222	447
754_0	7221	532
754_0	7220	586
754_0	7219	620
754_0	7218	650
754_0	7217	751
754_0	7216	803
754_0	7215	915
754_0	7214	963
754_0	7213	1016
754_0	7212	1068
754_0	6509	1217
754_0	5016	1620
731_0	6008	0
731_0	6010	60
731_0	6014	87
731_0	6015	133
731_0	6016	170
731_0	6055	198
731_0	6119	257
731_0	6120	297
731_0	6121	330
731_0	6123	367
731_0	6124	400
731_0	6125	422
731_0	6126	450
731_0	6127	475
731_0	6128	526
731_0	6129	550
731_0	6131	606
731_0	6132	635
731_0	6133	679
731_0	6136	732
731_0	6137	787
731_0	6139	845
731_0	6101	869
731_0	6140	888
731_0	6141	909
731_0	6142	928
731_0	6143	966
731_0	6144	988
731_0	6145	1034
731_0	6146	1074
731_0	6147	1109
731_0	6149	1159
731_0	6150	1180
731_0	6151	1195
731_0	6152	1225
731_0	6153	1244
731_0	6155	1334
731_0	6156	1380
731_0	6157	1427
731_0	6158	1500
251_1	1410	0
251_1	1411	45
251_1	1412	113
251_1	1413	158
251_1	1414	218
251_1	1415	268
251_1	1416	330
251_1	1417	398
251_1	1418	422
251_1	1419	469
251_1	1420	502
251_1	1426	569
251_1	1425	600
251_1	1468	1476
251_1	1470	1531
251_1	1472	1546
251_1	1474	1591
251_1	1477	1636
251_1	1478	1661
251_1	1480	1702
251_1	1482	1720
251_1	1484	1744
251_1	1421	1781
251_1	1422	1818
251_1	1382	1922
251_1	1384	1954
251_1	1386	1974
251_1	1100	2042
251_1	1001	2100
251_1	1002	2220
251_1	1100	2274
251_1	1102	2327
251_1	1105	2400
731_1	7153	0
731_1	7152	28
731_1	7151	67
731_1	7150	80
731_1	7149	112
731_1	7148	136
731_1	7147	170
731_1	7146	215
731_1	7145	277
731_1	7144	322
731_1	7143	349
731_1	7142	396
731_1	7141	422
731_1	7140	455
731_1	7101	497
731_1	7100	533
731_1	6153	568
731_1	6155	682
731_1	6156	740
731_1	6157	799
731_1	7158	900
731_1	7134	982
731_1	7133	1103
731_1	7132	1179
731_1	7131	1237
731_1	7129	1348
731_1	7128	1387
731_1	7126	1514
731_1	7125	1575
731_1	7124	1642
731_1	7123	1683
731_1	7122	1732
731_1	7121	1799
731_1	7120	1854
731_1	7018	1965
731_1	7017	2039
731_1	7016	2114
731_1	7015	2189
731_1	7014	2260
731_1	7013	2406
731_1	6214	2561
731_1	6008	2700
731_1	6010	2820
236_0	2002	0
236_0	2006	84
236_0	2008	112
236_0	2012	136
236_0	2024	147
236_0	2500	420
236_0	2502	490
236_0	2504	530
236_0	2506	570
236_0	2508	599
236_0	2510	640
236_0	2512	674
236_0	2514	701
236_0	2516	747
236_0	2518	768
236_0	2520	802
236_0	2522	852
236_0	2524	900
236_0	2604	945
236_0	2600	1200
236_0	2602	1500
236_0	2526	1546
236_0	2528	1588
236_0	2530	1620
236_0	2710	1683
236_0	2712	1726
236_0	2713	1755
236_0	2714	1804
236_0	2716	1844
236_0	2718	1920
236_0	2720	1956
236_0	2722	1981
236_0	2724	2028
236_0	2726	2052
236_0	2728	2084
236_0	2730	2135
236_0	2732	2168
236_0	2734	2241
236_0	2736	2276
236_0	2738	2340
236_0	2738	2384
236_1	2738	0
236_1	2740	49
236_1	2744	96
236_1	2748	167
236_1	2750	222
236_1	2752	264
236_1	2754	294
236_1	2756	316
236_1	2758	332
236_1	2760	371
236_1	2761	389
236_1	2762	420
236_1	2764	484
236_1	2766	531
236_1	2768	574
236_1	2770	602
236_1	2566	660
236_1	2568	704
236_1	2570	796
236_1	2604	900
236_1	2600	1080
236_1	2602	1304
236_1	2572	1320
236_1	2574	1389
236_1	2576	1430
236_1	2578	1483
236_1	2580	1512
236_1	2582	1574
236_1	2584	1606
236_1	2586	1653
236_1	2588	1692
236_1	2590	1738
236_1	2592	1785
236_1	2594	1814
236_1	2596	1920
236_1	2031	2052
236_1	2026	2531
236_1	2028	2564
236_1	2030	2609
236_1	2002	2640
28_0	6036	0
28_0	6281	53
28_0	6282	93
28_0	6283	130
28_0	6285	169
28_0	6286	191
28_0	6287	213
28_0	6289	263
28_0	6290	307
28_0	6291	332
28_0	6292	371
28_0	6293	397
28_0	7298	534
28_0	7297	567
28_0	7296	600
500_0	1515	0
500_0	1500	117
500_0	1630	171
500_0	1517	300
500_0	1518	377
500_0	1520	420
500_0	1522	450
500_0	1524	506
500_0	1526	560
500_0	1528	597
500_0	1530	664
500_0	1532	717
500_0	1534	827
500_0	1535	873
500_0	1537	922
500_0	1604	978
500_0	1606	1052
500_0	1608	1112
500_0	1610	1153
500_0	1612	1194
500_0	1614	1235
500_0	1616	1291
500_0	1618	1335
500_0	1620	1395
500_0	1536	1478
500_0	1538	1543
500_0	1540	1602
500_0	1542	1645
500_0	1544	1684
500_0	1546	1736
500_0	1548	1793
500_0	1550	1844
500_0	1552	1907
500_0	1554	1953
500_0	1557	1996
500_0	1559	2032
500_0	1560	2100
250_0	1000	0
250_0	1002	71
250_0	1300	191
250_0	1302	228
250_0	1304	288
250_0	1306	421
250_0	1308	476
250_0	1310	540
250_0	1452	605
250_0	1454	645
250_0	1456	691
250_0	1461	760
250_0	1465	817
250_0	1468	862
250_0	1470	934
250_0	1472	960
250_0	1474	1006
250_0	1477	1052
250_0	1478	1080
250_0	1480	1136
250_0	1482	1160
250_0	1484	1192
250_0	1487	1249
250_0	1489	1274
250_0	1432	1306
250_0	1434	1326
250_0	1436	1376
250_0	1438	1418
250_0	1376	1500
250_0	1378	1542
250_0	1380	1582
250_0	1382	1677
250_0	1384	1722
250_0	1386	1750
250_0	1100	1846
250_0	1001	1920
20_1	7026	0
20_1	7025	37
20_1	7024	99
20_1	7023	162
20_1	7572	316
20_1	7575	600
20_1	7571	720
20_1	7570	764
20_1	7569	788
20_1	7568	818
20_1	7567	857
20_1	7566	888
20_1	7565	923
20_1	7564	1034
20_1	7563	1076
20_1	7562	1112
20_1	5000	1200
852_0	8120	0
852_0	8118	80
852_0	9135	300
852_0	9136	420
852_0	8165	504
852_0	8163	603
852_0	8164	635
852_0	9197	780
852_0	9158	854
852_0	9199	900
852_0	8106	1070
852_0	9079	1347
852_0	8078	1401
852_0	8076	1500
852_0	8075	1595
852_0	8074	1728
852_0	8063	1893
852_0	8062	1922
852_0	8061	1983
852_0	8060	2008
852_0	8059	2038
852_0	8058	2100
852_0	8057	2183
852_0	8055	2244
852_0	8054	2290
852_0	8053	2350
852_0	8052	2400
852_0	8055	2436
852_0	8054	2455
852_0	8053	2474
852_0	8052	2498
852_1	9051	0
852_1	9052	48
852_1	9053	74
852_1	9054	114
852_1	9055	151
852_1	9056	184
852_1	9057	210
852_1	9058	271
852_1	9059	317
852_1	9060	340
852_1	9061	355
852_1	9062	397
852_1	9063	424
852_1	9064	449
852_1	8064	454
852_1	8074	550
852_1	8075	652
852_1	8077	728
852_1	8081	785
852_1	8079	844
852_1	8080	936
852_1	9113	1129
852_1	9114	1165
852_1	9115	1194
852_1	9101	1308
852_1	9102	1361
852_1	8122	1449
852_1	8120	1500
852_1	8118	1580
852_1	9135	1800
852_1	9136	1920
852_1	8165	2022
852_1	8164	2102
852_1	8163	2140
852_1	8161	2220
852_1	8159	2400
852_1	8158	2436
852_1	8156	2520
852_1	8152	2700
508_1	1566	0
508_1	1568	120
508_1	1570	217
508_1	1572	275
508_1	1574	369
508_1	1576	412
508_1	1578	469
508_1	1519	600
508_1	1596	900
508_1	1183	1070
508_1	1177	1200
28_1	7298	0
28_1	7297	35
28_1	7296	62
28_1	7295	121
28_1	7294	148
28_1	7293	165
28_1	7292	194
28_1	7291	243
28_1	7290	275
28_1	7289	308
28_1	7288	335
28_1	7287	367
28_1	7285	397
28_1	7284	433
28_1	7283	463
28_1	7282	494
28_1	7281	537
28_1	7036	600
28_1	7310	720
508_0	1177	0
508_0	1183	187
508_0	1500	445
508_0	1630	464
508_0	1517	510
508_0	1518	541
508_0	1520	558
508_0	1522	570
508_0	1524	592
508_0	1526	613
508_0	1528	628
508_0	1530	660
81_0	6010	0
81_0	7013	292
81_0	7012	395
81_0	5000	600
81_0	5002	674
81_0	5515	785
81_0	5006	885
81_0	5008	1004
81_0	5010	1124
81_0	5012	1175
81_0	5014	1291
81_0	5111	1380
81_0	5112	1405
81_0	5113	1419
81_0	9099	2238
81_0	9002	2271
81_0	9003	2297
81_0	9004	2309
81_0	9005	2340
81_0	9017	2401
81_0	9018	2430
81_0	9019	2452
81_0	9020	2479
81_0	9151	2525
81_0	9152	2617
81_0	9730	2654
81_0	9731	2703
81_0	9732	2720
81_0	9733	2747
81_0	9735	2795
81_0	9736	2825
81_0	9837	2850
81_0	9838	2940
81_0	9839	3097
81_0	9840	3259
81_0	9841	3354
81_0	9842	3410
81_0	9843	3545
81_0	9844	3601
81_0	9845	3673
81_0	9846	3715
81_0	9847	3841
81_0	9848	3880
81_0	9849	3930
81_0	8862	3964
81_0	9851	4031
81_0	9852	4068
81_0	9853	4108
81_0	9854	4138
81_0	9855	4201
81_0	9856	4244
81_0	9857	4281
81_0	9858	4380
N2_0	5513	0
N2_0	5514	68
N2_0	5516	120
N2_0	6212	143
N2_0	6213	156
N2_0	6214	172
N2_0	6215	184
N2_0	6216	216
N2_0	6217	232
N2_0	6557	255
N2_0	6558	270
N2_0	6559	292
N2_0	6530	301
N2_0	6531	310
N2_0	6532	318
N2_0	6533	335
N2_0	6534	345
N2_0	6535	361
N2_0	6218	391
N2_0	6219	400
N2_0	6220	413
N2_0	6221	424
N2_0	6222	450
N2_0	6223	459
N2_0	6224	480
N2_0	6027	530
N2_0	6028	555
N2_0	6080	745
N2_0	6081	780
N2_0	6234	838
N2_0	6235	858
N2_0	6236	882
N2_0	7240	1033
N2_0	7239	1069
N2_0	7238	1110
N2_0	6272	1138
N2_0	6273	1180
N2_0	6274	1219
N2_0	7232	1291
N2_0	6086	1335
N2_0	6032	1366
N2_0	6033	1400
N2_0	6034	1429
N2_0	6091	1522
N2_0	6092	1573
N2_0	6093	1595
N2_0	6094	1638
N2_0	6095	1688
N2_0	6096	1711
N2_0	6097	1760
N2_0	6098	1777
N2_0	6099	1802
N2_0	7099	1822
N2_0	7098	1859
N2_0	7097	1876
N2_0	7096	1918
N2_0	7295	1974
N2_0	7294	1997
N2_0	7300	2046
N2_0	7301	2076
N2_0	6036	2118
N2_0	6037	2151
N2_0	6038	2183
N2_0	6039	2237
N2_0	6040	2260
N2_0	6041	2300
N2_0	6042	2343
N2_0	7042	2400
704_0	6011	0
704_0	5016	1020
81_1	8858	0
81_1	8857	38
81_1	8856	60
81_1	8855	80
81_1	8854	110
81_1	8853	125
81_1	8852	146
81_1	8851	164
81_1	8850	196
81_1	8849	211
81_1	8848	238
81_1	8847	259
81_1	8846	321
81_1	8845	346
81_1	8844	375
81_1	8843	404
81_1	8842	471
81_1	8841	506
81_1	8840	546
81_1	8839	630
81_1	8838	720
81_1	8737	825
81_1	8735	902
81_1	8734	946
81_1	8733	975
81_1	8732	1004
81_1	8731	1043
81_1	8730	1105
81_1	8021	1250
81_1	8020	1311
81_1	8019	1350
81_1	8018	1376
81_1	8017	1420
81_1	8006	1448
81_1	8005	1500
81_1	8004	1544
81_1	9098	1590
81_1	4113	2831
81_1	5500	2880
81_1	5502	3020
81_1	5506	3220
81_1	5508	3350
81_1	5510	3576
81_1	5513	3799
81_1	5514	3992
81_1	5516	4140
81_1	6012	4437
81_1	6013	4598
81_1	6010	4800
682_0	3808	0
682_0	3825	328
682_0	3839	900
682_0	3836	999
682_0	3000	1208
682_0	3200	1321
682_0	3202	1371
682_0	3204	1403
682_0	3206	1460
682_0	3208	1527
682_0	3210	1625
682_0	3238	1784
682_0	3240	1840
682_0	3242	1912
682_0	3244	1970
682_0	3246	2049
682_0	3080	2100
201_0	1855	0
201_0	1856	74
201_0	1880	150
201_0	1881	223
201_0	1883	276
201_0	1885	336
201_0	1886	376
201_0	1890	480
201_0	1891	576
201_0	1892	675
201_0	1893	752
201_0	1894	784
201_0	1895	858
201_0	1897	1015
201_0	1898	1066
201_0	1899	1093
201_0	1884	1219
201_0	1951	1329
201_0	1952	1418
201_0	1954	1453
201_0	1953	1515
201_0	1855	1800
935_1	8511	0
935_1	8510	19
935_1	8509	38
935_1	8508	58
935_1	8507	78
935_1	8506	98
935_1	8505	123
935_1	8504	137
935_1	8503	185
935_1	8502	225
935_1	8501	247
935_1	8584	273
935_1	8577	360
935_1	9559	600
935_1	9560	900
621_0	5112	0
621_0	4113	300
621_0	5102	600
621_0	5098	975
621_0	6212	1190
621_0	6213	1222
621_0	6214	1263
621_0	6215	1293
621_0	6216	1373
621_0	6217	1413
621_0	6218	1484
621_0	6219	1508
621_0	6220	1541
621_0	6221	1569
621_0	6222	1635
621_0	6223	1658
621_0	6224	1686
621_0	6027	1742
621_0	6028	1770
621_0	6030	2004
621_0	6031	2040
621_0	6232	2085
621_0	6234	2197
621_0	6235	2219
621_0	6236	2245
621_0	6237	2299
621_0	6238	2328
621_0	6239	2360
621_0	6240	2406
621_0	6241	2442
621_0	6242	2507
621_0	6243	2546
621_0	6244	2583
621_0	6245	2643
621_0	6246	2700
935_0	9560	0
935_0	9559	120
935_0	9579	300
935_0	9583	389
935_0	9584	441
935_0	9501	473
935_0	9502	499
935_0	8511	600
935_0	8510	666
935_0	8509	731
935_0	8508	801
935_0	8507	871
935_0	8506	940
935_0	8505	1027
935_0	8504	1080
621_1	7247	0
621_1	7246	63
621_1	7245	100
621_1	7244	137
621_1	7242	162
621_1	7241	213
621_1	7240	236
621_1	7239	265
621_1	7238	298
621_1	7236	341
621_1	7235	361
621_1	7234	382
621_1	7232	452
621_1	6086	486
621_1	7031	492
621_1	7030	519
621_1	7028	615
621_1	7027	645
621_1	7224	671
621_1	7223	701
621_1	7222	717
621_1	7221	762
621_1	7220	788
621_1	7219	806
621_1	7218	822
621_1	7217	870
621_1	7216	897
621_1	7215	955
621_1	7214	980
621_1	7213	1002
621_1	7212	1026
621_1	5111	1263
621_1	5112	1299
621_1	4113	1320
621_1	5102	1371
742_1	6081	0
742_1	7274	65
742_1	7272	152
742_1	7271	198
742_1	7270	220
742_1	7269	249
742_1	7268	284
742_1	7267	326
742_1	7266	376
742_1	7265	412
742_1	7264	435
742_1	7263	465
742_1	7261	540
742_1	7260	753
742_1	7259	788
742_1	7258	840
742_1	7257	882
742_1	7256	918
742_1	7255	949
742_1	7253	1006
742_1	7252	1068
742_1	7251	1131
742_1	7028	1390
742_1	7027	1438
