stop_id	stop_code	stop_name	stop_desc	stop_lat	stop_lon	zone_id	location_type	parent_station
8046	8046	Hutt Road (near 142)	HuttRd (142)	-41.22037787	174.8769359	4	0	
8295	8295	Eastern Hutt Road (near 38)	EasternHuttRd (38)	-41.18680138	174.9608521	5	0	
8284	8284	Rata Street School (near 75)	RataStSch (75)	-41.19975559	174.9577981	5	0	
8273	8273	Waddington Drive opposite Burke Grove (near 64)	WaddingtonDr opp Burke (64)	-41.20581952	174.9454559	5	0	
7258	7258	Kaikoura Street at Tamahine Street	KaikouraSt at Tamahine	-41.30426983	174.8186614	3	0	
7137	7137	Severn Street at Moselle Street (school stop)	SevernSt at Moselle (sch)	-41.34082259	174.7676896	3	0	
7290	7290	Tannadyce Street (near 87)	TannadyceSt (87)	-41.3275684	174.8262397	3	0	
9270	9270	Waiwhetu Road at Naenae Road (near 371)	WaiwhetuRd at Naenae (371)	-41.20572022	174.9353154	5	0	
3024	3024	Erris Street at Cortina Avenue	ErrisSt at Cortina	-41.21826121	174.7950424	3	0	
3911	3911	Main Road Tawa at St Francis Xavier School	MainRdTawa at StFrXSch	-41.1792393	174.8249733	4	0	
3930	3930	Kenepuru Drive at Raiha Street	KenepuruDr at Raiha	-41.14882894	174.8341393	5	0	
8977	8977	Norfolk Street (near 28)	NorfolkSt (28)	-41.24243621	174.9479739	5	0	
7782	7782	Aro Street at Willis Street	AroSt at Willis	-41.29601676	174.7703009	1	0	
5431	5431	Homebush Road at Onslow Road	HomebushRd at Onslow	-41.25098567	174.80477	3	0	
2924	2924	Pikarere Street at Rakihau Place (near 73)	PikarereSt at Rakihau (73)	-41.11290421	174.8275411	5	0	
6796	6796	Happy Valley Road (opposite 281)	HappyVlyRd (opp 281)	-41.32955592	174.7576761	3	0	
3778	3778	Kenmore Street (near 65)	KenmoreSt (65)	-41.22568139	174.8272188	3	0	
MANA1	MANA1	Mana Station	ManaStn	-41.0952797	174.8682375	6	0	MANA	
3238	3238	Abilene Crescent at Trilids Lane	AbileneCres at Trilids	-41.20943699	174.8063707	3	0	
3919	3919	Jamaica Drive opposite Grenada North Park (school stop)	JamaicaDr opp GrenadaNPk (sch)	-41.186001	174.836402	4	0	
1917	1917	Tauherenikau - SH2 at Racecourse Road	Tauherenikau-SH2 at Moroa	-41.11855077	175.3767789	12	0	
1800	1800	Martinborough - Kitchener Street (near 11)	Martinborough-KitchenerSt (11)	-41.21735429	175.4583648	13	0	
9135	9135	Waterloo Road opposite Chilton St James School	WaterlooRd opp ChiltonStJamesSch	-41.20995217	174.9138515	4	0	
1936	1936	Carterton - Memorial Square	Carterton-MemorialSq	-41.02352926	175.5289191	13	0	
1905	1905	State Highway 53 at No 1 Line	SH53 at No1Line	-41.15025294	175.3681529	12	0	
7712	7712	Brooklyn Road opposite Nairn Street	BrooklynRd opp Nairn	-41.29719639	174.7697356	1	0	
7246	7246	Miramar North Road (near 57)	MiramarNRd (57)	-41.30649798	174.8201567	3	0	
7066	7066	Karaka Bay Road (opposite 275)	KarakaBayRd (275)	-41.31039222	174.8301801	3	0	
8417	8417	Pempsey Street at Gloucester Street (near 2)	PempseySt at Gloucester (2)	-41.14738808	175.017249	6	0	
1105	1105	Kapiti Health Centre	KapitiHealthCtr	-40.9103178	175.0074094	9	0	
1863	1863	Te Ore Ore Road at Colombo Road	TeOreOreRd at Colombo	-40.94728986	175.6781787	14	0	
9423	9423	Messines Avenue opposite Granville Street	MessinesAve opp GranvilleSt	-41.14071574	175.0330102	6	0	
1484	1484	Matai Road at William Avenue	MataiRd at William	-40.93023753	174.9850922	9	0	
9166	9166	Waterloo Road (near 259)	WaterlooRd (259)	-41.21244422	174.9264484	4	0	
8135	8135	Waterloo Road at Chilton St James	WaterlooRd at ChiltonStJames	-41.21004616	174.9136157	4	0	
3956	3956	Tawa Mall - Main Road (near 206)	TawaMall-MainRd (206)	-41.16978008	174.8250683	4	0	
1530	1530	Te Moana Road at Greenaway Road	TeMoanaRd at Greenaway	-40.87267414	175.0370079	10	0	
3518	3518	Kenmore Street (near 72)	KenmoreSt (72)	-41.22567661	174.8273441	3	0	
2740	2740	Navigation Drive (opposite 48)	NavigationDr (opp 48)	-41.11328579	174.9074181	6	0	
6959	6959	Melrose Road at Melbourne Road (near 6)	MelroseRd at Melbourne (6)	-41.33825183	174.7767028	3	0	
9692	9692	Akatarawa Road at Pokaka Street	AkatarawaRd at Pokaka	-41.09916945	175.094598	7	0	
FEAT	FEAT	Featherston Station	FeatherstonStn	-41.11345391	175.3297632	11	0	
4470	4470	Burma Road opposite Malvina Major	BurmaRd opp MalvinaMajor	-41.23303	174.7981	3	0	
9999	9999	Days Bay Wharf	DaysBayWharf	-41.28061856	174.9054078	6	0	
2178	2178	Mungavin Avenue (near 22)	MungavinAve (22)	-41.13937302	174.8509138	5	0	
9280	9280	Hay Street (Wesley Rata Village)	HaySt (WesleyRataVillage)	-41.20390001	174.9682976	5	0	
6255	6255	Akaroa Drive opposite Waiwera Crescent	AkaroaDr opp Waiwera	-41.30834352	174.817032	3	0	
5138	5138	Churchill Drive near Chartwell Drive	ChurchillDr nr Chartwell	-41.25745831	174.7652888	3	0	
7083	7083	Miramar Shops - Stop A	MiramarShops-A	-41.315824	174.814952	3	0	
1891	1891	Fraser Street at Ballance Street	FraserSt at Ballance	-40.94188105	175.6432759	14	0	
1148	1148	Paraparaumu Beach Shops - Stop A	ParaparaumuBchShops-A	-40.89346234	174.981262	9	0	
9556	9556	McLeod Street opposite Robertson Street	McLeodSt opp Robertson	-41.11706984	175.0609843	7	0	
6215	6215	Pirie Street at Bus Tunnel	PirieSt at BusTnl	-41.29898297	174.7881773	1/2	0	
1560	1560	Waikanae Beach - Rauparaha Street	WaikanaeBch-RauparahaSt	-40.8658842	175.0287313	10	0	
1907	1907	State Highway 53 at Boundary Road	SH53 at Boundary	-41.12452133	175.3358999	11	0	
8312	8312	Logie Street at Shaftsbury Grove	LogieSt at Shaftsbury	-41.17155848	174.9738851	6	0	
6291	6291	Tannadyce Street (near 62)	TannadyceSt (62)	-41.32831329	174.8247071	3	0	
8325	8325	The Glen - Tawhai Street (near 56)	TheGlen-TawhaiSt (56)	-41.17599317	174.993569	6	0	
3271	3271	Chorley Grove at Chisbury Street	ChorleyGrv at Chisbury	-41.21277272	174.8068407	3	0	
6236	6236	Park Road at Rotherham Terrace (near 91)	ParkRd at Rotherham (91)	-41.31186606	174.8196674	3	0	
2128	2128	Warspite Avenue (near 367)	WarspiteAve (367)	-41.12248206	174.879377	5	0	
8466	8466	Fergusson Drive opposite Barton Road	FergussonDr opp Barton	-41.13899717	175.0283105	6	0	
2576	2576	Kahu Road (near 132)	KahuRd (132)	-41.10865548	174.8788706	6	0	
3754	3754	Kentwood Drive (near 14)	KentwoodDr (14)	-41.21787414	174.8310573	3	0	
9071	9071	Pekanga Road at Christina Grove (near 10)	PekangaRd at Christina (10)	-41.20435515	174.8928171	4	0	
1952	1952	Cole Street at Kummer Crescent	ColeSt at Kummer	-40.94543969	175.6451997	14	0	
7755	7755	Farnham Street at Balfour Street	FarnhamSt at Balfour	-41.31984131	174.7689455	2	0	
2538	2538	Leeward Drive at Bosun Terrace (near 22)	LeewardDr at Bosun (22)	-41.10673226	174.8863183	6	0	
8856	8856	Muritai Road at Nikau Street (near 416)	MuritaiRd at Nikau (416)	-41.30382974	174.890675	6	0	
8242	8242	Molesworth Street at High Street (near 144)	MolesworthSt at High (144)	-41.16936453	174.9652368	5	0	
2518	2518	Kahu Road (near 61)	KahuRd (61)	-41.106775	174.876333	6	0	
4368	4368	Hazlewood Avenue (near 62)	HazlewoodAve (62)	-41.29698832	174.724106	3	0	
1240	1240	Golf Road opposite Whyte Street	GolfRd opp Whyte	-40.88574864	174.9898148	9	0	
6787	6787	Raroa Road at Mt Pleasant Road	RaroaRd at MtPleasant	-41.293849	174.757618	2	0	
1714	1714	Te Manuao Road (near 24)	TeManuaoRd (24)	-40.75789844	175.1665289	13	0	
1275	1275	Guildford Drive (near 61)	GuildfordDr (61)	-40.89806144	175.0018175	9	0	
8334	8334	Lord Street (near 72)	LordSt (72)	-41.15935143	174.9871054	6	0	
3774	3774	Link Road (near 54)	LinkRd (54)	-41.22816713	174.8238281	3	0	
8516	8516	Kirton Drive (near 69)	KirtonDr (69)	-41.1116161	175.0385453	7	0	
4349	4349	Montgomery Avenue at Alanbrooke Place	MontgomeryAve at Alanbrooke	-41.27941366	174.7308075	3	0	
3546	3546	Newlands Road at Salford Street	NewlandsRd at Salford	-41.22906421	174.8183648	3	0	
1548	1548	Tutere Street at Pio Pio Place	TutereSt at PioPio	-40.86879246	175.0128775	10	0	
2574	2574	Kahu Road at Kenef Road (opposite 139)	KahuRd at Kenef (opp 139)	-41.10771541	174.8795233	6	0	
8691	8691	Akatarawa Road - Brown Owl Shops (near 26)	BrownOwlShops (26)	-41.10300352	175.0967442	7	0	
8582	8582	Wakefield Street near Mumby Lane	WakefieldSt nr Mumby	-41.12440727	175.0737213	7	0	
2568	2568	Postgate School - Postgate Drive	PostgateSch-PostgateDr	-41.11203005	174.8818252	6	0	
8280	8280	Rata Street at Wesley Rata Village	RataSt at WesleyRataVillage	-41.20389594	174.968536	5	0	
6909	6909	Ghuznee Street at Cuba Street (opposite)	GhuzneeSt at Cuba (opp)	-41.29340013	174.7764403	1	0	
2841	2841	Richard Street (near 28)	RichardSt (28)	-41.10258451	174.8364241	5	0	
2922	2922	Pikarere Street (near 49)	PikarereSt (49)	-41.11214234	174.8301401	5	0	
9903	9903	Wainuiomata Road at Davis Grove (near 76)	WainuiomataRd at Davis (76)	-41.2593664	174.9374956	5	0	
7771	7771	Mitchell Street at Colorado Grove	MitchellSt at Colorado	-41.31061453	174.7581526	2	0	
8324	8324	Tawhai Street (near 12)	TawhaiSt (12)	-41.17407033	174.9901729	6	0	
5368	5368	Hazlewood Avenue at Fitzgerald Place	HazlewoodAve at Fitzgerald	-41.29716839	174.7241108	3	0	
4929	4929	Pembroke Road opposite Hereford Street	PembrokeRd opp Hereford	-41.27149907	174.759729	2	0	
3836	3836	Haumia Street at Fisher Street (school stop)	HaumiaSt at Fisher (sch)	-41.228582	174.79928	3	0	
8612	8612	Norana Road at Aniseed Grove (near 64)	NoranaRd at Aniseed (64)	-41.10738081	175.1036715	7	0	
7150	7150	Happy Valley Road (near 85) (school stop)	HappyVlyRd (85) (sch)	-41.34013523	174.7601364	3	0	
9233	9233	Taita Drive at Percy Cameron Street (near 225)	TaitaDr at PercyCameron (225)	-41.18730347	174.9484846	5	0	
1754	1754	Koromiko Street - Alexander Rest Home	KoromikoSt-RestHome	-40.73623498	175.1204706	13	0	
9900	9900	St Claudine Thevenet School (school stop)	StClaudineThevenetSch (sch)	-41.25748263	174.9374897	5	0	
1147	1147	Paraparaumu Beach Shops - Stop B	ParaparaumuBchShops -B	-40.89309815	174.9814885	9	0	
2522	2522	Kahu Road at Kenef Road	KahuRd at Kenef	-41.10695155	174.8789615	6	0	
6346	6346	Airport Retail Park	AirportRetailPk	-41.3263226	174.8024269	3	0	
5131	5131	Warwick Street at Gloucester Street (near 4)	WarwickSt at Gloucester (4)	-41.26879569	174.7597397	2	0	
8116	8116	Queens Drive at Waterloo Road	QueensDr at Waterloo	-41.20854234	174.9065348	4	0	
6039	6039	Ferry Street at Dundas Street	FerrySt at Dundas	-41.32257494	174.8287288	3	0	
1582	1582	Belvedere Avenue at Matai Street (near 127)	BelvedereAve at Matai (127)	-40.87154823	175.0547728	10	0	
9090	9090	Petone Station - Korokoro Road	PetoneStn-KorokoroRd	-41.22057464	174.8703804	4	0	
3476	3476	Stewart Drive at Fitzpatrick Street	StewartDr at Fitzpatrick	-41.22107571	174.8165926	3	0	
1204	1204	Te Roto Drive at Kapiti Road	TeRotoDr at Kapiti	-40.9058698	174.9982539	9	0	
8250	8250	High Street opposite Macky Street	HighSt opp Macky	-41.18381276	174.9577999	5	0	
6052	6052	Moa Point Road (near 39)	MoaPtRd (39)	-41.33727468	174.8104969	3	0	
SILV	SILV	Silverstream Station	SilverstreamStn	-41.14729787	175.0102924	6	0	
7922	7922	Mansfield Street (near 320)	MansfieldSt (320)	-41.31854692	174.7811853	2	0	
2199	2199	Driver Crescent (school stop)	DriverCres-school	-41.14098384	174.8727577	5	0	
2911	2911	Main Road (near 8)	MainRd (8)	-41.10418045	174.8380166	5	0	
5384	5384	Plymouth Street (near 3)	PlymouthSt (3)	-41.28687342	174.7497529	3	0	
8225	8225	High Street at Thornycroft Avenue (near 738)	HighSt at Thornycroft (738)	-41.20181906	174.9316226	5	0	
5455	5455	Bombay Street at Swansea Street	BombaySt at Swansea	-41.24924869	174.7824201	3	0	
8372	8372	George Street at Chittick Street (near 342)	GeorgeSt at Chittick (342)	-41.18064702	174.9796422	6	0	
4412	4412	Punjab Street (near 10)	PunjabSt (10)	-41.25218743	174.785468	3	0	
6069	6069	Karaka Bay Wharf	KarakaBayWhrf	-41.30437863	174.8312443	3	0	
1576	1576	Ngarara Road at Horopito Road (school stop)	NgararaRd at Horopito (sch)	-40.87826721	175.0517764	10	0	
7101	7101	Frobisher Street at Severn Street	FrobisherSt at Severn	-41.34387992	174.7631935	3	0	
4329	4329	Karori Road opposite Richmond Avenue	KaroriRd opp Richmond	-41.28656133	174.7303544	3	0	
4130	4130	Wilton Road at Warwick Street	WiltonRd at Warwick	-41.26797856	174.7602313	2	0	
2854	2854	Mapplebeck Street at Downes Street (near 28)	MapplebeckSt at Downes (28)	-41.10540151	174.8461485	5	0	
5369	5369	Karori South - Hazlewood Avenue	KaroriS-HazlewoodAve	-41.29863937	174.7221191	3	0	
1482	1482	Matai Road at Tiromoana Road	MataiRd at Tiromoana	-40.93232252	174.9843232	9	0	
8854	8854	Muritai Road at Konini Street (near 332)	MuritaiRd at Konini (332)	-41.29989569	174.8943834	6	0	
7746	7746	Hutchison Road - Stop C	HutchisonRd-C	-41.307634	174.7750794	2	0	
6022	6022	Constable Street at Coromandel Street (near 123)	ConstableSt at Coromandel (123)	-41.31260587	174.7867577	2	0	
1830	1830	High Street South opposite Hilton Road	HighStS opp Hilton	-41.04039093	175.5116018	13	0	
9979	9979	Wise Street at Russell Road	WiseSt at Russell	-41.24797542	174.9506447	5	0	
9568	9568	Fergusson Drive at Brentwood Street	FergussonDr at Brentwood	-41.13443469	175.0367477	7	0	
1501	1501	Waikanae Station - Main Road	WaikanaeStn-MainRd	-40.87706865	175.0656337	10	0	
2512	2512	Lauderdale Road (opposite 14)	LauderdaleRd (opp 14)	-41.11048	174.870579	5	0	
9139	9139	Tirohanga Road at Ardal Grove (school stop)	TirohangaRd at Ardal (sch)	-41.197803	174.90432	4	0	
1477	1477	Poplar Avenue (near 43)	PoplarAve (43)	-40.93619764	174.9789754	9	0	
2742	2742	Paremata School (school stop)	ParemataSch (sch)	-41.107233	174.868603	6/5	0	
6142	6142	Frobisher Street (near 75)	FrobisherSt (75)	-41.33952159	174.7644276	3	0	
2714	2714	Discovery Drive (near 51)	DiscoveryDr (51)	-41.11488807	174.8888147	6	0	
6016	6016	Adelaide Road at Hospital Road	AdelaideRd at Hospital	-41.30688499	174.7781204	2	0	
4321	4321	Chaytor Street at Curtis Street	ChaytorSt at Curtis	-41.28452301	174.7532694	3	0	
5415	5415	Calcutta Street (near 30)	CalcuttaSt (30)	-41.25142826	174.7879537	3	0	
6572	6572	Alexandra Road opposite SPCA	AlexandraRd opp SPCA	-41.306907	174.788261	2	0	
9627	9627	Te Marua - Plateau Road	TeMarua-PlateauRd	-41.09703392	175.145846	8	0	
7222	7222	Wellington Regional Aquatic Centre (opposite)	WgtnAquaticCtr (opp)	-41.31503208	174.7929168	2	0	
5317	5317	Glenmore Street (near 177)	GlenmoreSt (177)	-41.28783015	174.7578989	2	0	
4406	4406	Ngaio Gorge Road (near 17)	NgaioGorgeRd (17)	-41.2561607	174.7731629	3	0	
4432	4432	Onslow Road (near 47)	OnslowRd (47)	-41.25055234	174.8036839	3	0	
8001	8001	Hutt Road at Nevis Street	HuttRd at Nevis	-41.22361146	174.8664108	4	0	
1182	1182	Mazengarb Road at Ratanui Road (near 209)	MazengarbRd at Ratanui (209)	-40.89434267	175.0084715	9	0	
8992	8992	Jellicoe Street at Venice Street	JellicoeSt at Venice	-41.22073249	175.4562249	13	0	
3913	3913	Jamaica Drive (near 17) (school stop)	JamaicaDr (17) (sch)	-41.181429	174.836826	4	0	
1942	1942	High Street Masterton (near 125)	HighSt Masterton (125)	-40.96145668	175.6340767	14	0	
4925	4925	Northland Road at Seaview Terrace	NorthlandRd at Seaview	-41.27948849	174.7614959	2	0	
3260	3260	Hutt Road at Rangiora Avenue	HuttRd at Rangiora	-41.25552425	174.7967786	2/3	0	
7562	7562	Hawker Street at Majoribanks Street	HawkerSt at Majoribanks	-41.29494072	174.7874697	1	0	
9414	9414	Field Street at Kurth Crescent (near 52)	FieldSt at Kurth (52)	-41.15255441	175.0102573	6	0	
8517	8517	Kirton Drive at Grace Nicholls Grove	KirtonDr at GraceNicholls	-41.108239	175.038998	7	0	
4404	4404	Ngaio Gorge Road (near 105)	NgaioGorgeRd (105)	-41.25617527	174.778057	2/3	0	
2008	2008	Lyttelton Avenue at Kilkerran Place	LytteltonAve at Kilkerran	-41.13386505	174.8405131	5	0	
KENE	KENE	Kenepuru Station	KenepuruStn	-41.14962774	174.8381125	5	0	
6141	6141	Frobisher Street (near 53)	FrobisherSt (53)	-41.34052845	174.7633791	3	0	
9158	9158	Woburn Road opposite Hutt Recreation Ground	WoburnRd at RecGrd	-41.21731463	174.9044038	4	0	
7523	7523	The Crescent (near 14)	Crescent (14)	-41.28915208	174.8005673	2	0	
9978	9978	Wise Street at Pencarrow Crescent (near 124)	WiseSt at Pencarrow (124)	-41.24366427	174.9499197	5	0	
1132	1132	Te Kupe Road (near 52)	TeKupeRd (52)	-40.8797942	174.9955703	9	0	
2503	2503	Papakowhai Road (hail and ride) (school stop)	PapakowhaiRd (h/r) (sch)	-41.11128	174.86179	5	0	
3516	3516	Kenmore Street (near 106)	KenmoreSt (106)	-41.22346462	174.8250097	3	0	
4461	4461	Cashmere Avenue (near 68)	CashmereAve (68)	-41.24545719	174.7954287	3	0	
4383	4383	Messines Road (near 22)	MessinesRd (22)	-41.28544373	174.7489983	3	0	
6267	6267	Nevay Road (near 94)	NevayRd (94)	-41.30644223	174.8293529	3	0	
1730	1730	Otaki School - Mill Road	OtakiSch-MillRd	-40.75426766	175.143905	13	0	
8154	8154	Randwick Road at Randwick School	RandwickRd at RandwickSch	-41.22955463	174.9049977	4	0	
5365	5365	Woodhouse Avenue at South Karori Road	WoodhouseAve at SthKarori	-41.28897503	174.723895	3	0	
1211	1211	Guildford Drive at Langdale Avenue	GuildfordDr at Langdale	-40.89797347	175.0016962	9	0	
8902	8902	Wainuiomata Road at Maire Street	WainuiomataRd at Maire	-41.25648376	174.9321585	5	0	
6772	6772	Mitchell Street at Virginia Grove	MitchellSt at Virginia	-41.31287452	174.757616	2	0	
BOXH	BOXH	Box Hill Station	BoxHillStn	-41.24601334	174.7887566	3	0	
6551	6551	Evans Bay Parade (opposite 464)	EvansBayPde (opp 464)	-41.30945994	174.7979007	2	0	
1002	1002	Coastlands - Stop A	Coastlands-A	-40.9177206	175.0036538	9	0	
3620	3620	Helston Road at McMahon Way (near 112)	HelstonRd at McMahon (112)	-41.21742945	174.8136287	3	0	
2838	2838	Thornley Street at Dimock Street (near 28)	ThornleySt at Dimock (28)	-41.10001037	174.8396865	5	0	
1834	1834	Carterton - High Street South (St David's)	Carterton-HighStS (StDavid's)	-41.02776284	175.5247994	13	0	
2547	2547	The Companionway at Discovery Drive (school stop)	TheCompanionway at Discovery (sch)	-41.111852	174.889744	6	0	
7214	7214	Pirie Street at Porritt Avenue (near 66)	PirieSt at Porritt (66)	-41.29835369	174.7858321	1	0	
7773	7773	Mitchell Street (near 212)	MitchellSt (212)	-41.31423599	174.7569358	2	0	
8511	8511	Totara Park Shops - California Drive	TotaraPkShops-CaliforniaDr	-41.11083947	175.0818689	7	0	
2850	2850	Dimock Street (near 74)	DimockSt (74)	-41.10452215	174.8448139	5	0	
2702	2702	Warspite Avenue (near 488)	WarspiteAve (488)	-41.12070439	174.8690897	5	0	
7927	7927	Hornsey Road at Auckland Terrace	HornseyRd at Auckland	-41.32574519	174.7874752	3	0	
9260	9260	Naenae Road at Horlor Street	NaenaeRd at Horlor	-41.20255793	174.9458187	5	0	
6928	6928	Hornsey Road at Sunglow Avenue (near 47)	HornseyRd at Sunglow (47)	-41.32764146	174.7871685	3	0	
6237	6237	Rotherham Terrace at Darlington Road	RotherhamTce at Darlington	-41.31270032	174.822935	3	0	
9092	9092	London Road at Rakeiora Grove	LondonRd at Rakeiora	-41.21684655	174.8725406	4	0	
7236	7236	Park Road at Rotherham Terrace (near 86)	ParkRd at Rotherham (86)	-41.31197783	174.8196472	3	0	
8206	8206	Harrison Crescent (near 22)	HarrisonCres (22)	-41.19939993	174.9415689	5	0	
7046	7046	Breaker Bay Road at Eve Bay (near 108)	BreakerBayRd at EveBay (108)	-41.33270588	174.8260247	3	0	
9697	9697	Gillespies Road (near 47) (school stop)	GillespiesRd (47) (sch)	-41.08982691	175.1031112	7	0	
9219	9219	Kelson - Major Drive	Kelson-MajorDr	-41.17178352	174.9394417	5	0	
2342	2342	Cannons Creek Shops - Bedford Street (near 225)	CannonsCrkShops-BedfordSt (225)	-41.14203118	174.8648101	5	0	
9462	9462	Silverstream Station - Fergusson Drive (St Patrick's College)	SilverstreamStn-FergussonDr (StPatrick'sCol)	-41.14656495	175.0128149	6	0	
6512	6512	Cable Street at Waitangi Park	CableSt at WaitangiPk	-41.29225417	174.7849573	1	0	
2012	2012	Norrie Street - Te Rauparaha Park	NorrieSt-TeRauparahaPk	-41.13214	174.83968	5	0	
7051	7051	Breaker Bay Road at Palmer Bay	BreakerBayRd at PalmerBay	-41.34112993	174.8230332	3	0	
8165	8165	Waterloo Station - Oxford Terrace (Stop B)	WaterlooStn-B	-41.21343416	174.9211098	4	0	
6333	6333	Rua Street at Lyall Parade	Rua Street at Lyall Parade	-41.33007133	174.7930902	3	0	
4506	4506	Reading and North Street	Reading and NorthSt	-41.07590833	175.4685577	12	0	
5115	5115	Park Street (near 7)	ParkSt (7)	-41.27150146	174.7771596	1	0	
2904	2904	Titahi Bay School - Kura Street (opposite)	TitahiBaySch-KuraSt (opp)	-41.11128935	174.8384531	5	0	
3906	3906	Middleton Road at Richmond Hill Road	MiddletonRd at RichmondHill	-41.19226393	174.8272429	4/3	0	
2515	2515	Sunset Parade (hail and ride) (school stop)	SunsetPde (h/r) (sch)	-41.08105047	174.8637401	6	0	
8298	8298	Taita College - Eastern Hutt Road	TaitaColl-EHuttRd	-41.17464558	174.9671829	5	0	
3833	3833	Broadmeadows - John Sims Drive (near 23)	Broadmeadows-JohnSimsDr (23)	-41.23470559	174.7973205	3	0	
9410	9410	Sunbrae Drive at Blue Mountains Road (near 3)	SunbraeDr at BlueMtns (3)	-41.15257575	175.0141905	6	0	
5943	5943	Moana Road (near 47)	MoanaRd (47)	-41.28958273	174.7551993	2	0	
2150	2150	Waitangirua Mall - Warspite Avenue (opposite)	WaitangiruaMall-WarspiteAve (opp)	-41.13054	174.88053	5	0	
6519	6519	Oriental Parade opposite Carlton Gore Road	OrientalPde opp CarltonGore	-41.28817851	174.7994657	1/2	0	
1310	1310	Raumati Beach Shops - Raumati Road (near 24)	RaumatiBchShops-RaumatiRd (24)	-40.91920476	174.982387	9	0	
7069	7069	Karaka Bay Road opposite Onehunga Road	KarakaBayRd opp Onehunga	-41.30433299	174.8313419	3	0	
9621	9621	Plateau Road opposite Te Marua Stores	PlateauRd opposite TeMaruaStores	-41.09365803	175.1299032	8	0	
9140	9140	Waterloo Station - Stop C	WaterlooStn-C	-41.21406237	174.9212475	4	0	
3208	3208	Middleton Road opposite Wingfield Place	MiddletonRd opp Wingfield	-41.21115712	174.811547	3	0	
9876	9876	Tirohanga Road at Arahiwi Grove (hail and ride) (school stop)	TirohangaRd at Arahiwi (h/r)	-41.19811281	174.9015383	4	0	
9375	9375	Stokes Valley Road at Kamahi Street	StokesVlyRd at Kamahi	-41.18687188	174.9829359	6	0	
4504	4504	Humphries Street at Main Street	HumphriesSt at MainSt	-41.08679386	175.4528467	12	0	
7763	7763	Mitchell Street (near 33)	MitchellSt (33)	-41.30393215	174.7598395	2	0	
2160	2160	Warspite Avenue at Flora Street	WarspiteAve at Flora	-41.13741364	174.8718279	5	0	
3704	3704	Woodridge Drive at Glenwood Grove (near 19)	WoodridgeDr at Glenwood (19)	-41.21975914	174.8314677	3	0	
4114	4114	Murphy Street - Motorway	MurphySt-Motorway	-41.27238623	174.7779328	1	0	
7935	7935	View Road at Hungerford Road (near 92)	ViewRd at Hungerford (92)	-41.33849834	174.7898556	3	0	
8576	8576	Wilson Street at Criterion Lane	WilsonSt at CriterionLn	-41.1252302	175.0680295	7	0	
3770	3770	Kenmore Street (near 6)	KenmoreSt (6)	-41.22857191	174.8267027	3	0	
8347	8347	Grounsell Crescent (near 260)	GrounsellCres (260)	-41.1936861	174.9224401	5	0	
7244	7244	Miramar Nth Rd opposite David Farrington Pk	MiramarNRd opp DavidFarringtonPk	-41.30210271	174.8246927	3	0	
1855	1855	Masterton - Church Street	Masterton-ChurchSt	-40.95000353	175.6621322	14	0	
2908	2908	Main Road at Whitehouse Crescent	MainRd at Whitehouse	-41.10811345	174.8399127	5	0	
6161	6161	The Esplanade (near 184)	Esplanade (184)	-41.34490694	174.7773618	3	0	
5112	5112	Molesworth Street - Cathedral	MolesworthSt-Cathedral	-41.27581576	174.7777543	1	0	
2310	2310	Champion Street at Gloucester Street (near 179)	ChampionSt at Gloucester (179)	-41.13898936	174.8635324	5	0	
1519	1519	Kapanui School (school stop)	KapanuiSch (sch)	-40.87417721	175.0550658	10	0	
3922	3922	Main Road Tawa (near 337)	MainRdTawa (337)	-41.15619748	174.8295776	4	0	
8556	8556	McLeod Street at Robertson Street	McLeodSt at Robertson	-41.11715986	175.0609871	7	0	
6281	6281	Wilberforce Street at Madison Place	WilberforceSt at Madison	-41.32249719	174.8222747	3	0	
8237	8237	Reynolds Street at Pearce Crescent	ReynoldsSt at Pearce	-41.17887951	174.95658	5	0	
7553	7553	St Patrick's College - Evans Bay Parade (opposite)	StPatrick'sColl-EvansBayPde (opp)	-41.31426519	174.7952894	2/3	0	
3821	3821	Kanpur Road (near 42)	KanpurRd (42)	-41.23749088	174.7931148	3	0	
3076	3076	Ohariu Road at Hallewell Crescent	OhariuRd at Hallewell	-41.21715158	174.8026465	3	0	
3902	3902	Middleton Road (near 279)	MiddletonRd (279)	-41.20387363	174.8164744	3	0	
7328	7328	Onepu Road at Endeavour Street (near 96)	OnepuRd at Endeavour (96)	-41.32311679	174.7953809	3	0	
8352	8352	Belmont - Park Road	Belmont-ParkRd	-41.18846689	174.9129232	5	0	
3060	3060	Cortina Avenue (near 21)	CortinaAve (21)	-41.22236372	174.7976599	3	0	
2554	2554	Spinnaker Drive at Ayton Drive (near 46)	SpinnakerDr at Ayton (46)	-41.10820426	174.8899331	6	0	
8160	8160	Waterloo Road at Queensgate	WaterlooRd at Queensgate	-41.20907067	174.9072658	4	0	
9852	9852	Muritai Road at Ngaio Street (near 275)	MuritaiRd at Ngaio (275)	-41.29688936	174.8964462	6	0	
0910	0910	Herbert Street at Bridge Street (temporary stop)	HerbertSt at BridgeSt (temp)	-41.211234	174.894848	4	0	
4935	4935	Norwich Street at Mairangi Road	NorwichSt at Mairangi	-41.26437028	174.7664613	2	0	
4135	4135	Wilton Park - Wilton Road	WiltonPk-WiltonRd	-41.26967939	174.7550241	2	0	
